COM_CODE,UPC,DESCRIP,SIZE,CASE,NITEM
225,179,BLOOD GLUCOSE SCREEN,EACH,1,9990290
235,418,~DIET CRYSTAL PEPSI,24/12O,1,54950
235,419,~CRYSTAL PEPSI 24 PA,24/12O,1,54940
235,420,PEPSI COLA CANS,24/12O,1,54880
235,421,PEPSI DIET CANS,24/12O,1,54890
235,422,PEPSI CAFFEINE FREE,24/12O,1,54800
235,423,DIET PEPSI CAFFEINE,24/12O,1,54790
235,424,HAWAIIAN PUNCH RED,24/12O,1,54830
235,425,DADS ROOT BEER,24/12O,1,54840
235,426,MOUNTAIN DEW,24/12O,1,54810
235,427,DIET MOUNTAIN DEW,24/12O,1,54820
235,428,LIPTON BRISK ICED TE,24/12O,1,62800
235,429,BIG RED,24/12O,1,56360
235,430,ROYAL CROWN COLA 24P,24/12O,1,62750
235,431,DIET RITE COLA CANS,24/12O,1,62760
235,432,DIET R.C. (CANS),24/12O,1,62730
235,433,LIPTON BRISK ICED TE,24/12O,1,62800
235,434,A&W CREAM SODA,24/12O,1,62830
235,435,A & W ROOT BEER,24/12O,1,62770
235,436,NEHI FLAVORS / UPPER,24/12O,1,61340
235,437,TETLEY ICED TEA W/LE,24/12O,1,62880
238,438,OLD TOWN ICE TEA 24P,24/12O,1,63460
235,439,UPPER 10 24PK,24/12O,1,61300
235,440,7-UP,24/12O,1,62600
235,441,DIET 7-UP,24/12O,1,62610
235,442,DR. PEPPER,24/12O,1,62620
235,443,DIET DR PEPPER,24/12O,1,62630
235,444,CHERRY 7 UP,24/12O,1,62640
235,445,ORANGE CRUSH,24/12O,1,62530
235,446,ORANGE CRUSH,24/12O,1,62540
235,447,SQUIRT SODA,24/12O,1,62520
235,448,COUNTRYTIME LEMONADE,24/12O,1,57350
235,449,CHERRY COKE,24/12O,1,53180
235,450,COKE CLASSIC CANS,24/12O,1,52950
235,451,DIET COKE CANS,24/12O,1,52970
235,452,COKE II,24/12O,1,53000
235,453,SPRITE,24/12O,1,63030
235,454,SPRITE DIET,24/12O,1,52910
235,455,COCA COLA CAFF-FREE,24/12O,1,52980
235,456,BARQ'S ROOT BEER,24/12O,1,52960
235,457,CAFF FREE CLASSIC CO,24/12O,1,52890
235,458,DIET BARQS CANS,24/12O,1,53110
235,459,TAB CANS,24/12O,1,53100
235,460,SUNKIST ORANGE,24/12O,1,50450
235,461,CAN DRY GNGR ALE,24/12O,1,50440
235,462,CANFIELD 50/50,24/12O,1,50390
235,463,SUNKIST FLAVOR PACK,24/12O,1,50370
235,464,CANFIELD FUN PACK,24/12O,1,50380
235,465,CANFIELDS COLA 24PK,24/12O,1,50360
235,466,CANFIELDS DIET COLA,24/12O,1,50370
235,469,SUNNY DELIGHT,24 PAC,1,62970
227,470,DOMINICK'S CASE 12OZ,24/12O,1,1000
227,475,WLWD FULL CASE CODE,24/12O,1,10
235,480,MINUTE MAID ORANGE $,24/12O,1,52990
235,481,WELCH'S GRAPE SODA,24/12O,1,52760
235,482,WELCH'S STRAWBERRY S,24/12O,1,52770
235,485,SLICE LEMON-LIME,24/12O,1,56410
235,486,SLICE ORANGE,24 EA,1,56420
235,487,SEAGRAM'S GINGER ALE,24 EA,1,56400
235,488,MUG ROOT BEER,24 PK,1,75220
235,490,SCHWEPPES GINGER ALE,24/12O,1,59380
235,495,NEHI GRAPE 24 PK,24/12O,1,61320
225,10916645,ORENZADA,16 OZ,24,78330
241,10916745,LEMONIADA,16 OZ,24,78310
238,10967015,ORENZADA 2LTR,2 LT,6,78320
238,10967016,LEMONIADA,2 LT,6,78300
238,10967017,MANDARYNDA (ORANGE S,2 LT,6,78340
238,10967051,WODA SODOWA (SELTZER,2 LT,6,78350
233,1060810005,OLD TOWN NAT SLTZER,1 LT,12,62130
238,1060810010,OLD TOWNE SELTZER W/,1 LT,12,62140
238,1060820016,OLD TOWN GNGR ALE PP,2 LT,8,62120
237,1060830006,OLD TOWNE LEM-LIME,6/12OZ,4,63580
237,1060830007,OLD TOWNE PINEAPPLE,6/12OZ,4,63500
225,1060830015,OLD TOWN GINGER ALE,6/12OZ,4,61830
237,1060830026,OLD TOWNE STRAWBERRY,6/12OZ,4,63520
237,1060830027,OLD TOWNE TROP PUNCH,6/12OZ,4,63540
237,1060830029,OLD TOWNE ORANGE,6/12OZ,4,63560
237,1060830035,OLD TOWNE ICED TEA,6/12OZ,4,63620
237,1060830036,OLD TOWNE DT ICED TE,6/12OZ,4,63600
237,1060830037,OLD TOWNE BANANA MAN,6/12OZ,4,63660
237,1060830038,OLD TOWNE LEMONADE,6/12OZ,4,63640
241,1060831115,ENDURO GRAPEFRUIT TA,20 OZ,24,63910
241,1060831116,ENDURO ORNG APRIC SI,20 OZ,24,61030
241,1060831117,ENDURO CRANBERRY SIN,20 OZ,24,61050
241,1060831118,ENDURO LEMON ORNG SI,20 OZ,24,61040
241,1060831119,ENDURO POLYNESIAN PU,20 OZ,24,63890
241,1060831120,ENDURO CONCORD GRAPE,20 OZ,24,63900
241,1060849926,OLD TOWNE WILD STRAW,20 OZ,24,63870
241,1060849927,OLD TOWNE TROP PUNCH,6/20 O,24,63880
241,1060849928,OLD TOWNE CONCORD GR,20 OZ,24,63830
241,1060849929,OLD TOWNE ORANGE,20 OZ,24,63840
241,1060849930,OLD TOWNE LEMON LIME,20 OZ,24,63850
241,1060849933,OLD TOWNE PINEAPPLE,20 OZ,24,63860
241,1060849935,OLD TOWNE ICED TEA,20 OZ,24,63800
241,1060849937,OLD TOWNE BANANA MAN,20 OZ,24,63820
241,1060849938,OLD TOWNE LEMONADE,20 OZ,24,63810
238,1060866635,OLD TOWN ICE TEA 24P,24/12O,1,63460
241,1060870001,ENDURO GRAPEFRUIT/TA,16 OZ,24,360230
241,1060870002,ENDURO ORANGE APRICO,16 OZ,24,360210
241,1060870003,ENDURO CRANBERRY PAS,16 OZ,24,360220
241,1060870004,ENDURO LEMON ORANGE,16 OZ,24,360200
238,1060880015,OLD TOWNE GINGER ALE,3 LT,6,63340
238,1060880026,OLD TOWNE WILD STRAW,3 LT,6,63380
238,1060880027,OLD TOWNE TROPICAL P,3 LT,6,63360
238,1060880028,OLD TOWNE CONCORD GR,3 LT,6,63350
238,1060880029,OLD TOWN ORANGE,3 LT,6,63330
238,1060880033,OLD TOWNE PINEAPPLE,3 LT,6,63370
238,1060880037,OLD TOWNE BANANA MAN,3 LT,6,63390
238,1060880050,$OLD TOWNE STRAW/KIW,3 LT,6,63490
238,1060880051,$OLD TOWNE PEACHY PE,3 LT,6,63510
236,1115605386,TETLEY ICED TEA W/LE,12/12O,2,62860
235,1115605387,TETLEY ICED TEA W/LE,24/12O,1,62880
237,1115605390,TETELY ICED TEA,6/12OZ,4,62910
237,1115605391,TETELY ICED TEA,6/12OZ,4,62910
237,1115605602,TETLEY RASPBERRY ICE,6/12OZ,4,62890
241,1115605633,TETLEY ICED TEA SING,16 OZ,24,62670
238,1115605702,TETLEY ICED TEA,2 LT,8,62850
227,1119462117,S&W GREEN GLACE CHER,7.5 OZ,12,9870400
237,1200000013,PEPSI-COLA CANS,6/12OZ,4,54990
236,1200000016,PEPSI COLA CANS,12/12O,2,54960
235,1200000017,PEPSI COLA CANS,24/12O,1,54880
239,1200000020,PEPSI COLA (RET),8/16OZ,3,55100
237,1200000050,PEPSI-DIET CANS,6/12OZ,4,55000
235,1200000053,PEPSI DIET CANS,24/12O,1,54890
239,1200000056,PEPSI DIET (RET),8/16OZ,3,55110
234,1200000068,OCEAN SPRAY LEMONADE,16 OZ,24,320570
241,1200000070,PEPSI COLA CAFF FREE,20 OZ,3,54420
237,1200000085,MOUNTAIN DEW CANS,6/12OZ,4,55070
235,1200000088,MOUNTAIN DEW,24/12O,1,54810
236,1200000090,PEPSI DIET CANS,12/12O,2,54970
241,1200000120,SLICE ORANGE,20 OZ,24,54530
241,1200000121,DIET PEPSI CAFF. FRE,20 OZ,3,54430
238,1200000125,GRAPE SLICE,2 LT,8,55310
241,1200000129,PEPSI 20 OZ NR 8PK,8/20OZ,3,54400
241,1200000130,DIET PEPSI 20 OZ NR,8/20OZ,3,54410
241,1200000131,MOUNTAIN DEW 20 OZ N,8/20OZ,3,54440
241,1200000134,DIET MOUNTAIN DEW,8/20OZ,3,54460
239,1200000139,WILD CHERRY PEPSI,8/20OZ,3,55170
236,1200000166,MT DEW DIET,6/12OZ,4,55120
236,1200000169,DIET MOUNTAIN DEW,12/12O,2,63010
235,1200000170,DIET MOUNTAIN DEW,24/12O,1,54820
236,1200000190,PEPSI DIET CANS,12/12O,2,54970
241,1200000203,SLICE LEMON LIME,20 OZ,24,54520
236,1200000225,MOUNTAIN DEW CANS,12/12O,2,54980
238,1200000230,PEPSI COLA N/R,2 LT,8,55250
238,1200000231,PEPSI DIET N/R,2 LT,8,55260
238,1200000233,MOUNTAIN DEW N/R,2 LT,8,55270
238,1200000294,PEPSI,1 LT,12,55470
238,1200000295,DIET PEPSI,1 LT,12,55480
238,1200000297,MOUNTAIN DEW,1 LT,12,55490
237,1200000310,WILD CHERRY PEPSI,6/12OZ,4,55400
238,1200000311,WILD CHERRY PEPSI,2 LT,8,55290
237,1200000340,DIET WILD CHERRY PEP,6/12OZ,4,55420
238,1200000341,DIET WILD CHERRY PEP,2 LT,8,55300
234,1200000355,STRBKS COFFEE FRAPPU,9.5 OZ,24,55820
236,1200000376,DIET MOUNTAIN DEW,12/12O,2,63010
239,1200000394,PEPSI COLA N.R. BOTT,8/16OZ,3,63080
241,1200000395,MOUNTAIN DEW N/R,16 OZ,24,54730
239,1200000396,DIET PEPSI N.R. BOTT,8/16OZ,3,63090
225,1200000399,MOUNTAIN DEW TRIAL S,10 OZ,24,56050
234,1200000400,OCEAN SPRAY LEMONADE,16 OZ,24,300320
238,1200000455,ORANGE SLICE PPD,2 LT,8,55940
238,1200000456,DIET ORANGE SLICE PP,2 LT,8,55990
236,1200000457,SLICE MANDARIN ORANG,12/12O,2,55970
236,1200000458,SLICE MANDARIN ORANG,12/12O,2,56020
238,1200000472,LEMON LIME SLICE PPD,2 LT,8,55380
238,1200000473,DIET LEMON LIME SLIC,2 LT,8,55390
237,1200000490,CAFFEINE FREE PEPSI,6/12OZ,4,55030
236,1200000491,PEPSI CAFFEINE FREE,12/12O,2,54900
238,1200000492,CAFFEINE FREE PEPSI,2 LT,8,55360
237,1200000494,DIET PEPSI CAFFEINE,6/12OZ,4,55050
236,1200000495,DIET PEPSI CAFFEINE,12/12O,2,54920
238,1200000496,DIET PEPSI CAFFEINE,2 LT,8,55370
239,1200000498,CAFFEINE FREE PEPSI,8/16OZ,3,63100
239,1200000501,DIET CAFF/FREE PEPSI,8/16OZ,3,63120
235,1200000519,PEPSI CAFFEINE FREE,24/12O,1,54800
235,1200000524,DIET PEPSI CAFFEINE,24/12O,1,54790
237,1200000538,CAFFEINE FREE MOUNTA,6 CT,4,75330
238,1200000540,CAFFEINE FREE MOUNTA,2 LT,8,75340
237,1200000541,CAFF. FREE DIET MT D,6 CT,4,75300
238,1200000543,CAFF FREE DIET MT DE,2 LT,8,75310
241,1200000559,WILD CHERRY PEPSI,8/20OZ,3,54470
241,1200000566,CAFFEINE FREE MTN DE,20 OZ,24,75350
241,1200000567,CAFF FREE DIET NT DE,20 OZ,24,75320
239,1200000570,CRYSTAL PEPSI N.R.,8/20OZ,3,55150
239,1200000571,CRYSTAL DIET PEPSI N,8/20OZ,3,55160
239,1200000577,~CRYSTAL PEPSI N.R.,8/20OZ,3,55150
239,1200000578,~CRYSTAL DIET PEPSI,8/20OZ,3,55160
235,1200000581,CRYSTAL PEPSI,20/12O,1,54770
235,1200000582,CRYSTAL DIET PEPSI,20/12O,1,54780
235,1200000583,~CRYSTAL PEPSI 24 PA,24/12O,1,54940
236,1200000597,DIET CRYSTAL PEPSI 1,12/12O,2,54690
236,1200000598,CRYSTAL PEPSI 12 PK,12/12O,2,54680
237,1200000605,GRAPE SLICE,6/12OZ,4,55440
234,1200000649,STRBKS MOCHA FRAPPAC,9.5 OZ,24,55840
237,1200000668,CRYSTAL PEPSI,6/12OZ,4,55180
238,1200000686,CRYSTAL PEPSI,2 LT,8,55210
237,1200000705,STRAWBERRY SLICE,6/12OZ,4,55460
238,1200000706,STRAWBERRY SLICE,2 LT,8,55320
237,1200000709,CRYSTAL DIET PEPSI,6/12OZ,4,55190
234,1200000729,ALL SPORT LEMON LIME,16 OZ,24,300150
234,1200000735,ALL SPORT LEMON LIME,32 OZ,12,300120
241,1200000739,DIET PEPSI SLAM CAN,16 OZ,24,63080
234,1200000743,ALL SPORT ORANGE SIN,16 OZ,24,300160
238,1200000746,DIET MOUNTAIN DEW,2 LT,8,63000
241,1200000749,MOUNTAIN DEW SLAM CA,16 OZ,24,63090
234,1200000752,$ALL SPORT ORANGE 32,32 OZ,12,300220
234,1200000755,ALL SPORT FRUIT PUNC,16 OZ,24,300140
234,1200000757,ALL SPORT FRUIT PUNC,32 OZ,12,300110
241,1200000782,SLICE N/R BOTTLE,16 OZ,24,54760
237,1200000790,SLICE CANS,6/12OZ,4,55060
236,1200000791,SLICE CANS,12/12O,2,54860
235,1200000792,SLICE LEMON-LIME,24/12O,1,56410
238,1200000801,LEMON LIME SLICE PPD,2 LT,8,55380
237,1200000809,SLICE DIET 6/PACK CA,6/12OZ,4,55090
236,1200000810,SLICE DIET CANS,12/12O,2,54870
238,1200000812,CRYSTAL DIET PEPSI,2 LT,8,55220
241,1200000815,PEPSI SLAM CAN,16 OZ,24,63070
238,1200000820,DIET LEMON LIME SLIC,2 LT,8,55390
239,1200000826,PEPSI COLA BOTTLES,6/24 O,4,54310
241,1200000828,SLICE GRAPE,20 OZ,24,56290
239,1200000841,DIET PEPSI BOTTLES,6/24 O,4,54320
236,1200000844,PEPSI COLA CANS,12/12O,2,54960
236,1200000845,PEPSI DIET CANS,12/12O,2,54970
236,1200000846,MOUNTAIN DEW CANS,12/12O,2,54980
236,1200000847,PEPSI CAFFEINE FREE,12/12O,2,54900
236,1200000848,DIET PEPSI CAFFEINE,12/12O,2,54920
239,1200000849,MOUTAIN DEW BOTTLES,6/24OZ,4,54330
237,1200000855,SLICE MANDARIN ORANG,6/12OZ,4,55960
236,1200000856,SLICE MANDARIN ORANG,12/12O,2,55970
238,1200000863,ORANGE SLICE PPD,2 LT,8,55940
237,1200000870,SLICE MANDARIN ORANG,6/12OZ,4,56010
236,1200000871,SLICE MANDARIN ORANG,12/12O,2,56020
238,1200000878,DIET ORANGE SLICE PP,2 LT,8,55990
236,1200000884,SLICE CANS,12/12O,2,54860
236,1200000885,SLICE DIET CANS,12/12O,2,54870
225,1200000887,SLICE DIET N/R,16 OZ,24,54770
239,1200000893,PEPSI C/F BOTTLES,6/24OZ,4,54340
237,1200000899,MUG ROOT BEER,6 PK,4,75200
241,1200000910,MUG ROOT BEER,20 OZ,24,75260
233,1200000913,MUG ROOT BEER,1 LT,12,75230
239,1200000916,DIET PEPSI C/F BOTTL,6/24OZ,4,54350
238,1200000917,PEPSI COLA,3 LT,6,55950
238,1200000918,DIET PEPSI COLA,3 LT,6,78370
238,1200000921,MOUNTAIN DEW 3 LITER,3 LT,6,55280
241,1200000933,SLICE STRAWBERRY,20 OZ,24,56320
238,1200000935,MUG ROOT BEER,2 LT,8,75240
238,1200000937,MUG ROOT BEER,3 LT,6,75250
238,1200000952,DIET MUG ROOT BEER,2 LT,8,75270
238,1200000990,WILD CHERRY PEPSI,1LT,12,56440
225,1200010012,PEPSI COLA N.R. BOTT,8/16OZ,3,63080
236,1200010015,MUG ROOT BEER,12 PK,2,75210
241,1200010038,PEPSI DIET N/R,16 OZ,24,54720
239,1200010054,PEPSI 20 OZ NR 8PK,8/20OZ,3,54630
239,1200010055,DIET PEPSI 20 OZ NR,8/20OZ,3,54640
239,1200010056,MOUNTAIN DEW 20 OZ N,8/20OZ,3,54670
239,1200010057,DIET MOUNTAIN DEW,8/20OZ,3,54560
239,1200010066,CAF FREE PEPSI 20 OZ,8/20OZ,3,54650
239,1200010067,CAFF FREE DIET PEPSI,8/20OZ,3,54660
235,1200010402,SLICE ORANGE,24/12O,1,56420
241,1200010430,PEPSI SINGLE SERVE,20 OZ,24,54620
235,1200010694,MUG ROOT BEER,24 PK,1,75220
235,1200010798,WILD CHERRY PEPSI,24/12O,1,56370
235,1200010799,WILD CHERRY PEPSI,24/12O,1,56370
233,1299323915,LACROIX SPARKLING WA,1.5 LT,8,42740
233,1299337915,LACROIX SPARKLING WT,1.5 LT,8,42750
233,1299370915,LACROIX SPARKLING WA,1.5 LT,8,42730
234,1370525000,CHOCOLATE MOOSE DRIN,15.5 O,24,50000
233,1380610033,QUIBELL NAT SPARKLIN,1 LT,12,77650
233,1380630033,QUIBELL TANGERINR/OR,1 LT,12,77670
233,1380650033,QUIBELL RASPBERRY/ST,1 LT,12,77660
233,1380660033,QUIBELL PASSION GRAP,1 LT,12,77680
233,1546520015,PURE AMERICAN SPRING,1.5 LT,12,70720
233,1546522631,PURE AMERICAN SPRING,1 LT,12,70710
234,1657112001,ICE CHERRY SPARKLING,12 OZ,24,59070
234,1657112002,ICE BERRY SPARKLING,12 OZ,24,59060
234,1657112003,ICE APPLE SPARKLING,12 OZ,24,59050
234,1657112004,ICE PEACH SPARKLING,12 OZ,24,59080
240,1660000006,SCHWEPPS TONIC N/R,1 LT,12,59300
237,1660000020,SCHWEPPS GINGER ALE,6/12OZ,4,59240
240,1660000026,SCHWEPPS GINGER ALE,1 LT,12,59260
240,1660000036,SCHWEPPS CLUB SODA N,1 LT,12,59280
240,1660000064,SCHWEPPES DIET TONIC,1 LT,12,59320
240,1660050570,SCHWEPPES TONIC WATE,6/10OZ,4,59360
240,1660050592,SCHWEPPES TONIC,2 LT,8,59340
240,1660051170,SCHWEPPS GINGER ALE,6/10OZ,4,59250
236,1660051183,SCHWEPPES GINGER ALE,12/12O,2,59560
235,1660051196,SCHWEPPES GINGER ALE,24/12O,1,59380
238,1660051209,SCHWEPPES RASPBERRY,2 LT,8,59430
238,1660051219,SCHWEPPES DIET RASP,2 LT,8,59460
233,1660051304,SCHWEPPES LIME SELTZ,2 LT,8,59450
233,1660051305,SCHWEPPES BLACKBERRY,2 LT,8,59490
233,1660051307,SCHWEPPES WILD RASPB,2 LT,8,59480
238,1660051312,SCHWEPPES GINGER ALE,2 LT,8,59270
238,1660051314,SCHWEPPES GINGER ALE,2 LT,8,59270
233,1660051344,SCHWEPPS LIME SELTZE,1 LT,12,59350
233,1660051348,SCHWEPPS BLK CHERRY,1 LT,12,59390
233,1660051397,SCHWEPPES RASPBERRRY,1 LT,12,59420
240,1660051470,SCHWEPPS CLUB SODA N,6/10OZ,4,59200
239,1660051571,SCHWEPPES SELTZER WA,6/10OZ,4,59230
233,1660051572,SCHWEPPS SELTZER SGR,1 LT,12,59290
233,1660051574,SCHWEPPES S/F SELTZE,2 LT,8,59330
237,1660051701,SCHWEPPES DRY GRP GI,6/12OZ,4,59210
236,1660051702,SCHWEPPES DRY GRP GI,12/12O,2,59590
238,1660051703,SCHWEPPES DRY GRAPE,2 LT,8,59190
237,1660051717,SCHWPS DT DRY GRP GI,6/12OZ,4,59220
236,1660051718,SCHWP DT DRY GRP GIN,12/12O,2,59580
238,1660051719,SCHWPS DT DRY GRP GI,2 LT,8,59180
236,1660052105,SCHWEPPES RSPBRY GIN,12/12O,2,59440
225,1660052108,SCHWEPPES RASP GNG A,10 OZ,24,5945
225,1660052118,SCHWEPPES DT RASP G/,10 OZ,24,59480
236,1660052121,SCHWEPPES DT RSPB GN,12/12O,2,59470
238,1660052124,SCHWEPPES DIET RSPBR,2 LT,8,59460
238,1660053102,SCHWEPPES DIET GING,2 LT,8,59310
240,1660055220,SCHWEPP S/DIET TONIC,6/10OZ,4,59530
238,1690000012,CANADA DRY GINGER AL,2 LT,8,50470
237,1690000013,CANADA DRY GINGER AL,6/12OZ,4,50050
237,1690000083,CANADA DRY GNGR ALE,6/12OZ,4,50060
240,1690000301,CANADA DRY GINGER AL,6/10OZ,4,50010
240,1690000302,CANADA DRY CLUB SODA,6/10OZ,4,50020
240,1690000303,CANADA DRY TONIC NR,6/10OZ,4,50030
233,1690000312,CANADA DRY BLCK CHRY,6/10OZ,4,50150
233,1690000313,CANADA DRY SELTZER,6/10OZ,4,50120
233,1690000332,CANADA DRY MAND ORAN,6/10OZ,4,50130
233,1690000335,CANADA DRY LL SELTZE,6/10OZ,4,50140
240,1690000337,CANADA DRY TONIC DIE,6/10OZ,4,50540
225,1690000351,CANADA DRY GINGER AL,16 OZ,24,50550
238,1690000901,CANADA DRY GINGER AL,3 LT,6,50820
237,1690000972,CAN DRY TAHITIAN $,6/12OZ,4,51190
225,1690000980,BARRELHEAD ROOT BEER,6/12OZ,4,50040
237,1690000995,CANADA DRY LEMON GIN,6/12OZ,4,50180
237,1690000999,CANADA DRY DIET LMN,6/12OZ,4,50190
241,1690001051,CANADA DRY GINGER AL,20 OZ,24,54610
238,1690001601,CANADA DRY GINGER AL,2 LT,8,50480
225,1690001630,BARRELHEAD ROOT BEER,2 LT,8,50490
238,1690001645,CANADA DRY LEMON GIN,2 LT,8,50160
225,1690001649,CANADA DRY DIET LMN,2 LT,8,50170
225,1690001650,BARRELHEAD ROOT BEER,2 LT,8,50510
240,1690001751,CANADA DRY GINGER AL,1 LT,12,50300
240,1690001752,CANADA DRY CLUB SODA,1 LT,12,50310
240,1690001753,CANADA DRY TONIC WAT,1 LT,12,50320
233,1690001762,CANADA BLCKBRRY SLTZ,1 LT,12,50110
233,1690001763,CANADA  DRY  SELTZER,1 LT,12,50330
233,1690001782,CANADA DRY LEMONLIME,1 LT,12,50290
233,1690001783,CANADA DRY GRAPEFRUI,1 LT,12,51120
233,1690001785,CANADA DRY MANDRN-OR,1 LT,12,50100
236,1690010951,CANADA DRY GINGER AL,12/12O,2,50070
225,1690010980,CANADA DRY BARRELHD,12/12O,2,5050
236,1690010988,CANADA DRY GINGER AL,12/12O,2,50080
235,1690012951,CAN DRY GNGR ALE,24/12O,1,50440
237,1690040970,CANADA DRY CRAN-ALE,6/12OZ,4,50210
237,1690040971,$CAN DRY DT CRANB GN,6/12OZ,4,50220
238,1690041620,CAN DRY CRANBERRY GI,2 LT,8,50520
238,1690041621,CAN DRY DIET CRANBRR,2 LT,8,50530
233,1690041772,CAN DRY SELTZER TROP,1 LT,12,51140
225,1784200100,CLARTE SPARKLING WAT,6/11OZ,4,52370
233,1784200212,CLARTE'LEMON 6PK,6/12OZ,4,63170
233,1784200312,CLARTE' LIME 6PK,6/12OZ,4,63180
225,2400000358,HAWAIIAN PUNCH GLDN,6/12OZ,4,29610
237,2400000745,HAWAIIAN PUNCH CANS,6/12OZ,4,55010
225,2400000747,HAWAIIAN PUNCH N/R,16 OZ,24,54750
225,2400000750,HAWIIAN PUNCH N/R,2 LT,8,55340
225,2400000776,HAWAIIAN PUNCH TRIAL,10 OZ,24,5660
225,2400013231,HAWAIIAN PUNCH SPARK,12/12O,2,54820
225,2400013233,HAWIIAN PUNCH SPARKL,2 LT,8,55330
225,2400013235,HAWAIIAN PUNCH DIET,12/12O,2,54830
225,2400013237,HAWAIIAN PUNCH SPRKL,2 LT,8,55320
234,2500000700,FRUITOPIA CITRUS CON,16 OZ,24,70830
234,2500000701,FRUITOPIA STRAW PASS,16 OZ,24,70840
234,2500000702,FRUITOPIA GRAPE BEYO,16 OZ,24,70850
234,2500000703,FRUITOPIA FRUIT INTE,16 OZ,24,70860
234,2500000704,FRUITOPIA LEMONADE $,16 OZ,24,70870
234,2500000705,FRUITOPIA PINK LEMON,16 OZ,24,70880
234,2500000706,FRUITOPIA CRAN LEMON,16 OZ,24,70890
234,2500000707,FRUITOPIA RASP LEMON,16 OZ,24,70920
234,2500000714,FRUITOPIA TANGERINE,16 OZ,24,71010
234,2500000717,FRUITOPIA BORN RASPB,16 OZ,24,70800
234,2500000718,FRUITOPIA PEACHABLE,16 OZ,24,70990
234,2500000719,FRUITOPIA CURIOUS MA,16 OZ,24,70820
234,2500000720,FRUITOPIA LEMON BERR,16 OZ,24,70930
234,2500000745,FRUITOPIA MIND OVER,16 OZ,12,70910
225,2628120001,THORSPRING,1.5 LT,6,71760
233,2628130001,THORSPRING WATER 1 L,1 LT,12,71950
235,2840006996,GRANDMA'S FDGE CHOC,1.5,8,1238290
237,2950000001,ROYAL CROWN COLA,6/12OZ,4,61770
237,2950000014,ROYAL CROWN COLA NR,6/16OZ,4,62450
235,2950000065,DIET RITE VARIETY 24,24/12O,1,62680
238,2950000069,R.C. COLA,2 LT,8,62300
237,2950000084,KICK,6/12OZ,4,64210
236,2950001294,ROYAL CROWN COLA,12/12O,2,61680
241,2950001313,RC PRODUCTS 20OZ SIN,20 OZ,24,61650
225,2950001331,ROYAL CROWN COLA RET,8/16OZ,3,61890
235,2950001574,ROYAL CROWN COLA 24P,24/12O,1,62750
238,2950001682,ROYAL CROWN COLA,3 LT,6,62700
239,2950001762,RC COLA 6PK 20 OZ,6/20 O,3,62480
238,2950001933,RC COLA PPD $.99,2 LT,8,62300
237,2950002254,DIET R.C. (CANS),6/12OZ,4,62780
236,2950002294,DIET R.C. COLA,12/12O,2,61690
235,2950002574,DIET R.C. (CANS),24/12O,1,62730
238,2950002932,DIET R.C.,2 LT,8,62740
238,2950002933,DIET R.C. PP.99,2 LT,8,62740
237,2950005254,DIET RITE COLA,6/12OZ,4,61790
236,2950005294,DIET RITE COLA,12/12O,2,61660
237,2950005312,DIET RITE COLA NR,6/16OZ,4,62470
225,2950005331,DIET RITE COLA RET,8/16OZ,3,61910
235,2950005574,DIET RITE COLA 24PK,24/12O,1,62760
238,2950005682,DIET RITE COLA,3 LT,6,62710
239,2950005762,DIET RITE COLA 6PK 2,6/20 O,3,62490
238,2950005932,DIET RITE COLA PP.99,2 LT,8,62350
238,2950005933,DIET RITE COLA PP.99,2 LT,8,62350
237,2950007254,NEHI ORANGE,9 CT,4,61730
241,2950007312,UPPER 10 16 OZ. N.R.,16 OZ,24,62680
235,2950007574,UPPER 10 24PK,24/12O,1,61300
241,2950007762,UPPER-10 SINGLE NR,20 OZ,24,61120
238,2950007933,UPPER 10 PRE-PRICED,2 LT,8,62400
225,2950010331,DIET RITE COLA RET,8/16OZ,3,61910
236,2950011294,~KICK,12/12O,2,64220
235,2950011574,KICK SODA,24/12O,1,64240
239,2950011762,KICK,20 OZ,24,64200
238,2950011932,~KICK,2 LT,8,64230
237,2950020254,NEHI ORANGE,9 CT,4,61730
241,2950020312,NEHI ORANGE N/R,16 OZ,24,61350
235,2950020574,NEHI FLAVORS / UPPER,24/12O,1,61340
241,2950020762,NEHI ORANGE SINGLE N,20 OZ,24,61010
238,2950020932,NEHI ORANGE PPD .99,2 LT,8,62200
238,2950020933,NEHI ORANGE PPD .99,2 LT,8,62200
237,2950021254,NEHI,EA,4,61800
241,2950021312,NEHI GRAPE N/R,16 OZ,24,61360
235,2950021574,NEHI GRAPE 24 PK,24/12O,1,61320
241,2950021762,NEHI GRAPE SINGLE NR,20 OZ,24,61020
238,2950021932,NEHI GRAPE PPD .99,2 LT,8,62220
238,2950021933,NEHI GRAPE PPD .99,2 LT,8,62220
241,2950025312,NEHI LEMONADE N.R.,16 OZ,24,62690
237,2950035254,NEHI ORANGE,9 CT,4,61730
241,2950035312,NEHI FRUIT PUNCH N/R,16 OZ,24,61380
235,2950035574,NEHI FRUIT PUNCH 24P,24/12O,1,61310
238,2950035932,NEHI FRUIT PUNCH PPD,2 LT,8,62230
238,2950035933,NEHI FRUIT PUNCH,2 LT,8,62230
238,2950050933,DIET RITE CRANBERRY,2 LT,8,62190
238,2950051932,DIET RITE CRAN APPLE,2 LT,8,62180
238,2950051933,DIET RITE CRAN APPLE,2 LT,8,62180
